SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR24-02205520,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/6/2024 6:55,12/6/2024 6:55,,7541 S HONORE ST,Chicago,Illinois,60620,7541,S,HONORE,ST,FALSE,FALSE,,,71,17,,L040,1,6,611,40,,6,6,12,1165412.986,1854483.247,41.756301,-87.669369,"(41.75630100093999, -87.66936900000191)"
SR25-00354472,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/6/2025 11:12,3/6/2025 11:12,,7606 S PERRY AVE,Chicago,Illinois,60620,7606,S,PERRY,AVE,FALSE,FALSE,,,69,6,,P040,2,6,623,19,,11,5,3,1176603.957,1854500.13,41.756103,-87.628356,"(41.75610300094001, -87.62835600000192)"
SR24-02018875,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/1/2024 9:38,11/1/2024 9:38,,7615 S UNION AVE,Chicago,Illinois,60620,7615,S,UNION,AVE,FALSE,FALSE,,,71,17,,O040,2,6,621,20,,9,6,11,1172970.328,1854307.75,41.75565602,-87.64167809,"(41.755656024540436, -87.64167808946648)"
SR24-02035671,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/4/2024 15:27,11/4/2024 15:27,,7617 S HERMITAGE AVE,Chicago,Illinois,60620,7617,S,HERMITAGE,AVE,FALSE,FALSE,,,71,17,,L040,1,6,611,26,,15,2,11,1166083.919,1854101.428,41.755239,-87.666921,"(41.75523900094002, -87.66692100000192)"
SR24-02034932,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,11/4/2024 14:11,11/4/2024 14:11,,7617 S HERMITAGE AVE,Chicago,Illinois,60620,7617,S,HERMITAGE,AVE,FALSE,FALSE,,,71,17,,L040,1,6,611,26,,14,2,11,1166083.919,1854101.428,41.755239,-87.666921,"(41.75523900094002, -87.66692100000192)"
SR24-02018966,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/1/2024 9:50,11/1/2024 9:50,,7617 S UNION AVE,Chicago,Illinois,60620,7617,S,UNION,AVE,FALSE,FALSE,,,71,17,,O040,2,6,621,20,,9,6,11,1173031.334,1854274.342,41.755563,-87.6414555,"(41.75556300094001, -87.64145550000191)"
SR24-00732636,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,4/22/2024 11:26,4/22/2024 11:26,,7621 S SANGAMON ST,Chicago,Illinois,60620,7621,S,SANGAMON,ST,FALSE,FALSE,,,71,17,,N040,2,6,621,2,,11,2,4,1171381.618,1854198.818,41.755392,-87.6475035,"(41.75539200093999, -87.6475035000019)"
SR25-00147042,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/28/2025 16:48,1/28/2025 16:48,,7623 S WOLCOTT AVE,Chicago,Illinois,60620,7623,S,WOLCOTT,AVE,FALSE,FALSE,,,71,17,,L040,1,6,611,41,,16,3,1,1165094.859,1854018.354,41.755032,-87.670548,"(41.75503200093998, -87.67054800000189)"
SR25-00147009,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/28/2025 16:42,1/28/2025 16:42,,7623 S WOLCOTT AVE,Chicago,Illinois,60620,7623,S,WOLCOTT,AVE,FALSE,FALSE,,,71,17,,L040,1,6,611,41,,16,3,1,1165094.859,1854018.354,41.755032,-87.670548,"(41.75503200093998, -87.67054800000189)"
SR25-00013810,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/3/2025 15:42,1/3/2025 15:42,,7629 S STEWART AVE,Chicago,Illinois,60620,7629,S,STEWART,AVE,FALSE,FALSE,,,69,17,,P040,2,6,623,15,,15,6,1,1175051.66,1854225.082,41.755383,-87.634053,"(41.75538300094003, -87.6340530000019)"
SR25-00418050,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/15/2025 20:10,3/15/2025 20:10,,7630 N ROGERS AVE,Chicago,Illinois,60626,7630,N,ROGERS,AVE,FALSE,FALSE,,,1,49,,M003,2,24,2422,32,,20,7,3,1165337.786,1950649.424,42.02019,-87.6669075,"(42.02019000094092, -87.6669075000019)"
SR25-00418020,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/15/2025 20:01,3/15/2025 20:01,,7630 N ROGERS AVE,Chicago,Illinois,60626,7630,N,ROGERS,AVE,FALSE,FALSE,,,1,49,,M003,2,24,2422,32,,20,7,3,1165337.786,1950649.424,42.02019,-87.6669075,"(42.02019000094092, -87.6669075000019)"
SR25-00224060,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/11/2025 11:14,2/11/2025 11:14,,7630 S ST LAWRENCE AVE,Chicago,Illinois,60619,7630,S,ST LAWRENCE,AVE,FALSE,FALSE,,,69,6,,R040,2,6,624,14,,11,3,2,1181493.069,1854406.233,41.755734,-87.6104415,"(41.755734000939995, -87.61044150000191)"
SR24-00065548,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/11/2024 8:55,1/11/2024 8:55,,7634 S LOOMIS ST,Chicago,Illinois,60620,7634,S,LOOMIS,ST,FALSE,FALSE,,,71,17,,M040,1,6,612,27,,8,5,1,1168239.863,1853980.479,41.754861,-87.6590235,"(41.75486100094002, -87.65902350000192)"
SR25-00477438,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/25/2025 20:31,3/25/2025 20:31,,7634 S VERNON AVE,Chicago,Illinois,60619,7634,S,VERNON,AVE,FALSE,FALSE,,,69,6,,R040,2,6,624,43,,20,3,3,1180500.272,1854335.596,41.755563,-87.614082,"(41.75556300094001, -87.61408200000191)"
SR24-02123189,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,11/20/2024 8:51,11/20/2024 8:51,,7639 S RACINE AVE,Chicago,Illinois,60620,7639,S,RACINE,AVE,FALSE,FALSE,,,71,17,,N040,1,6,612,22,,8,4,11,1169713.413,1853975.676,41.754816,-87.6536235,"(41.75481600094002, -87.65362350000191)"
SR25-00282524,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/21/2025 16:15,2/21/2025 16:15,,7650 S EGGLESTON AVE,Chicago,Illinois,60620,7650,S,EGGLESTON,AVE,FALSE,FALSE,,,69,17,,O040,2,6,621,15,,16,6,2,1174482.654,1853981.043,41.754726,-87.6361455,"(41.75472600094002, -87.6361455000019)"
SR24-02050404,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/6/2024 23:42,11/6/2024 23:42,,7701 S PEORIA ST,Chicago,Illinois,60620,7701,S,PEORIA,ST,FALSE,FALSE,,,71,17,,N040,2,6,621,2,,23,4,11,1171736.447,1853742.487,41.754132,-87.6462165,"(41.754132000940004, -87.6462165000019)"
SR25-00117838,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/23/2025 10:24,1/23/2025 10:24,,7703 S LOOMIS BLVD,Chicago,Illinois,60620,7703,S,LOOMIS,BLVD,FALSE,FALSE,,,71,17,,M040,1,6,612,27,,10,5,1,1168350.068,1853651.311,41.75395535,-87.65862909,"(41.7539553495114, -87.65862909259363)"
SR25-00031079,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/7/2025 11:28,1/7/2025 11:28,,7705 S DAMEN AVE,Chicago,Illinois,60620,7705,S,DAMEN,AVE,FALSE,FALSE,,,71,17,,L040,1,6,611,41,,11,3,1,1164438.054,1853521.347,41.753682,-87.672969,"(41.75368200093998, -87.67296900000193)"
SR24-02067230,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/10/2024 9:38,11/10/2024 9:38,,7715 S GREEN ST,Chicago,Illinois,60620,7715,S,GREEN,ST,FALSE,FALSE,,,71,17,,N040,2,6,621,9,,9,1,11,1171992.216,1853623.581,41.7538001,-87.64528268,"(41.753800099443154, -87.64528267676438)"
SR24-01149162,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,6/18/2024 19:42,6/18/2024 19:42,,7720 S COLES AVE,Chicago,Illinois,60649,7720,S,COLES,AVE,FALSE,FALSE,,,43,7,,X040,2,4,421,14,,19,3,6,1196665.219,1854427.111,41.755428,-87.5548395,"(41.755428000940014, -87.5548395000019)"
SR25-00020674,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/5/2025 17:06,1/5/2025 17:06,,7724 S GREEN ST,Chicago,Illinois,60620,7724,S,GREEN,ST,FALSE,FALSE,,,71,17,,N040,2,6,621,9,,17,1,1,1171913.919,1853507.764,41.753484,-87.645573,"(41.75348400094001, -87.6455730000019)"
SR25-00428380,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/17/2025 16:45,3/17/2025 16:45,,7736 S OGLESBY AVE,Chicago,Illinois,60649,7736,S,OGLESBY,AVE,FALSE,FALSE,,,43,7,,V040,1,4,414,10,,16,2,3,1193134.113,1853962.491,41.75424,-87.567795,"(41.75424000094001, -87.56779500000191)"
SR25-00298983,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/25/2025 8:09,2/25/2025 8:09,,7742 S LAFLIN ST,Chicago,Illinois,60620,7742,S,LAFLIN,ST,FALSE,FALSE,,,71,17,,M040,1,6,612,26,,8,3,2,1167398.659,1853203.167,41.752746,-87.6621285,"(41.75274600093999, -87.66212850000191)"
SR25-00285915,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/22/2025 14:44,2/22/2025 14:44,,7742 S LAFLIN ST,Chicago,Illinois,60620,7742,S,LAFLIN,ST,TRUE,FALSE,,SR25-00080525,71,17,,M040,1,6,612,26,,14,7,2,1167398.659,1853203.167,41.752746,-87.6621285,"(41.75274600093999, -87.66212850000191)"
SR25-00088955,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/17/2025 10:52,1/17/2025 10:53,,7742 S LAFLIN ST,Chicago,Illinois,60620,7742,S,LAFLIN,ST,TRUE,FALSE,,SR25-00080525,71,17,,M040,1,6,612,26,,10,6,1,1167398.659,1853203.167,41.752746,-87.6621285,"(41.75274600093999, -87.66212850000191)"
SR25-00083458,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/16/2025 12:39,1/16/2025 12:39,,7742 S LAFLIN ST,Chicago,Illinois,60620,7742,S,LAFLIN,ST,FALSE,FALSE,,,71,17,,M040,1,6,612,26,,12,5,1,1167398.659,1853203.167,41.752746,-87.6621285,"(41.75274600093999, -87.66212850000191)"
SR25-00080525,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/16/2025 1:59,2/22/2025 14:44,,7742 S LAFLIN ST,Chicago,Illinois,60620,7742,S,LAFLIN,ST,FALSE,FALSE,,,71,17,,M040,1,6,612,26,,1,5,1,1167398.659,1853203.167,41.752746,-87.6621285,"(41.75274600093999, -87.66212850000191)"
SR25-00495264,Vacant/Abandoned Building Complaint,BBK,Streets and Sanitation,DOB - Buildings,Open,Salesforce Mobile App,3/28/2025 13:34,3/28/2025 13:34,,7743 S THROOP,Chicago,Illinois,60620,7743,S,THROOP,,FALSE,FALSE,,,71,17,,M040,1,6,612,29,,13,6,3,1169305.341,1853247.637,41.752827,-87.65514,"(41.75282700094, -87.65514000000192)"
SR25-00237446,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/13/2025 13:18,2/13/2025 13:18,,7749 W PALATINE AVE,,,,7749,W,PALATINE,AVE,FALSE,FALSE,,,10,41,,W107,1,16,1612,8,,13,5,2,1123541.221,1941099.475,41.994774,-87.820929,"(41.99477400094082, -87.8209290000019)"
SR24-01743614,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,9/16/2024 9:32,9/16/2024 9:32,,7812 S SANGAMON ST,Chicago,Illinois,60620,7812,S,SANGAMON,ST,FALSE,FALSE,,,71,17,,N040,2,6,621,2,,9,2,9,1171250.317,1852954.754,41.751981,-87.648021,"(41.75198100094001, -87.64802100000192)"
SR25-00454686,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/21/2025 14:35,3/21/2025 14:35,,7814 S DREXEL AVE,Chicago,Illinois,60619,7814,S,DREXEL,AVE,FALSE,FALSE,,,69,8,,S040,2,6,624,43,,14,6,3,1183519.951,1853298.394,41.752647,-87.603048,"(41.75264700093998, -87.6030480000019)"
SR25-00400152,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,3/13/2025 9:02,3/13/2025 9:02,,7824 S EMERALD AVE,Chicago,Illinois,60620,7824,S,EMERALD,AVE,FALSE,FALSE,,,71,17,,O040,2,6,621,10,,9,5,3,1172584.69,1852857.19,41.751684,-87.643134,"(41.75168400093998, -87.64313400000191)"
SR24-01719379,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/11/2024 17:20,9/11/2024 17:20,,7824 S GREEN ST,Chicago,Illinois,60620,7824,S,GREEN,ST,FALSE,FALSE,,,71,17,,N040,2,6,621,10,,17,4,9,1171910.646,1852841.953,41.751657,-87.6456045,"(41.75165700093998, -87.64560450000191)"
SR25-00426660,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/17/2025 13:45,3/17/2025 13:45,,7825 S RHODES AVE,,,,7825,S,RHODES,AVE,FALSE,FALSE,,,69,6,,R040,2,6,624,46,,13,2,3,1181334.421,1853119.237,41.752206,-87.6110625,"(41.75220600093997, -87.61106250000192)"
SR24-01830234,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/30/2024 13:07,9/30/2024 13:07,,7827 S KEELER AVE,Chicago,Illinois,60652,7827,S,KEELER,AVE,FALSE,FALSE,,,70,18,,F040,3,8,834,15,,13,2,9,1149942.097,1852502.808,41.75118,-87.7261185,"(41.75118000093999, -87.72611850000193)"
SR24-02152360,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/25/2024 13:34,11/25/2024 13:34,,7831 S ABERDEEN ST,Chicago,Illinois,60620,7831,S,ABERDEEN,ST,FALSE,FALSE,,,71,17,,N040,1,6,612,24,,13,2,11,1170424.347,1852741.567,41.751414,-87.651054,"(41.75141400094001, -87.6510540000019)"
SR24-01726409,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/12/2024 18:16,9/12/2024 18:16,,7832 S GREEN ST,Chicago,Illinois,60620,7832,S,GREEN,ST,FALSE,FALSE,,,71,17,,N040,2,6,621,10,,18,5,9,1171913.757,1852759.985,41.751432,-87.6455955,"(41.751432000939985, -87.64559550000192)"
SR25-00053536,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/10/2025 22:06,1/10/2025 22:06,,7836 S CARPENTER ST,Chicago,Illinois,60620,7836,S,CARPENTER,ST,TRUE,FALSE,,SR24-02162962,71,17,,N040,1,6,612,24,,22,6,1,1170597.9,1852690.469,41.75127,-87.6504195,"(41.75127000094, -87.6504195000019)"
SR24-02162962,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,11/27/2024 11:32,1/10/2025 22:06,,7836 S CARPENTER ST,Chicago,Illinois,60620,7836,S,CARPENTER,ST,FALSE,FALSE,,,71,17,,N040,1,6,612,24,,11,4,11,1170597.9,1852690.469,41.75127,-87.6504195,"(41.75127000094, -87.6504195000019)"
SR25-00187582,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/4/2025 15:32,2/4/2025 15:32,,7849 S CONSTANCE AVE,Chicago,Illinois,60649,7849,S,CONSTANCE,AVE,FALSE,FALSE,,,43,8,,U040,1,4,414,13,,15,3,2,1189919.391,1853088.175,41.75191869,-87.57960379,"(41.7519186903825, -87.57960378812463)"
SR25-00270788,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/19/2025 18:16,2/19/2025 18:16,,7860 S LAFLIN ST,Chicago,Illinois,60620,7860,S,LAFLIN,ST,FALSE,FALSE,,,71,17,,M040,1,6,612,38,,18,4,2,1167464.138,1852605.17,41.75110361,-87.66190565,"(41.751103611163735, -87.66190564955093)"
SR24-00782355,Vacant/Abandoned Building Complaint,BBK,Streets and Sanitation,DOB - Buildings,Open,Phone Call,4/29/2024 12:28,4/29/2024 12:29,,7907 S ELIZABETH ST,Chicago,Illinois,60620,7907,S,ELIZABETH,ST,FALSE,FALSE,,,71,17,,M041,1,6,612,24,,12,2,4,1169380.096,1852295.94,41.7502138,-87.65489355,"(41.750213799201184, -87.65489355164527)"
SR24-02125681,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,11/20/2024 13:59,11/20/2024 13:59,,7907 S LAFLIN ST,Chicago,Illinois,60620,7907,S,LAFLIN,ST,FALSE,FALSE,,,71,17,,M041,1,6,612,27,,13,4,11,1167726.319,1852250.161,41.7501238,-87.66095505,"(41.750123799201155, -87.66095505164535)"
SR24-02124642,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,11/20/2024 12:03,11/20/2024 12:03,,7919 S SANGAMON ST,Chicago,Illinois,60620,7919,S,SANGAMON,ST,FALSE,FALSE,,,71,17,,N041,2,6,621,10,,12,4,11,1171369.793,1852200.723,41.74990923,-87.6476052,"(41.74990922728558, -87.64760519537383)"
SR25-00171979,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/2/2025 10:16,2/2/2025 10:16,,7919 S WENTWORTH AVE,Chicago,Illinois,60620,7919,S,WENTWORTH,AVE,FALSE,FALSE,,,44,17,,P041,2,6,623,21,,10,1,2,1176424.927,1852370.112,41.750262,-87.629076,"(41.75026200093997, -87.62907600000192)"
SR24-02249408,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,12/14/2024 4:21,12/14/2024 4:21,,7925 S PEORIA ST,Chicago,Illinois,60620,7925,S,PEORIA,ST,TRUE,FALSE,,SR24-02150849,71,17,,N041,2,6,621,10,,4,7,12,1171763.623,1852184.833,41.749857,-87.6461625,"(41.749857000939976, -87.64616250000194)"
SR24-02150849,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,11/25/2024 10:22,12/14/2024 4:21,,7925 S PEORIA ST,Chicago,Illinois,60620,7925,S,PEORIA,ST,FALSE,FALSE,,,71,17,,N041,2,6,621,10,,10,2,11,1171763.623,1852184.833,41.749857,-87.6461625,"(41.749857000939976, -87.64616250000194)"
SR24-00666657,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,4/12/2024 10:35,4/12/2024 10:35,,7926 S BENNETT AVE,Chicago,Illinois,60617,7926,S,BENNETT,AVE,FALSE,FALSE,,,46,8,,U041,1,4,414,11,,10,6,4,1190169.985,1852683.428,41.750802,-87.5786985,"(41.75080200093999, -87.5786985000019)"
SR25-00055848,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/11/2025 15:53,1/11/2025 15:53,,7933 S MERRILL AVE,Chicago,Illinois,60617,7933,S,MERRILL,AVE,FALSE,FALSE,,,46,8,,V041,1,4,414,36,,15,7,1,1191991.44,1852650.278,41.750667,-87.572025,"(41.75066700094, -87.5720250000019)"
SR25-00294049,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/24/2025 12:20,2/24/2025 12:20,,7936 S MAY ST,Chicago,Illinois,60620,7936,S,MAY,ST,FALSE,FALSE,,,71,17,,N041,1,6,612,24,,12,2,2,1170018.106,1852006.822,41.74940659,-87.65256398,"(41.74940659091838, -87.65256397950922)"
SR25-00294011,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/24/2025 12:15,2/24/2025 12:15,,7936 S MAY ST,Chicago,Illinois,60620,7936,S,MAY,ST,FALSE,FALSE,,,71,17,,N041,1,6,612,24,,12,2,2,1170018.106,1852006.822,41.74940659,-87.65256398,"(41.74940659091838, -87.65256397950922)"
SR25-00341224,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/4/2025 13:11,3/4/2025 13:11,,7938 S MAY ST,Chicago,Illinois,60620,7938,S,MAY,ST,FALSE,FALSE,,,71,17,,N041,1,6,612,24,,13,3,3,1169955.058,1851990.074,41.749362,-87.6527955,"(41.74936200093999, -87.65279550000191)"
SR24-01598784,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/22/2024 15:49,8/22/2024 15:49,,7938 S MAY ST,Chicago,Illinois,60620,7938,S,MAY,ST,FALSE,FALSE,,,71,17,,N041,1,6,612,24,,15,5,8,1169955.058,1851990.074,41.749362,-87.6527955,"(41.74936200093999, -87.65279550000191)"
SR25-00420860,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/16/2025 14:26,3/16/2025 14:26,,7944 S TALMAN AVE,,,,7944,S,TALMAN,AVE,FALSE,FALSE,,,70,18,,J041,3,8,835,4,,14,1,3,1160015.525,1851647.907,41.748633,-87.6892275,"(41.74863300093998, -87.68922750000192)"
SR24-02101748,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,11/16/2024 10:01,11/16/2024 10:01,,7947 S KIMBARK AVE,Chicago,Illinois,60619,7947,S,KIMBARK,AVE,FALSE,FALSE,,,45,8,,T041,1,4,411,29,,10,7,11,1186339.098,1852335.283,41.749938,-87.5927475,"(41.74993800093999, -87.59274750000192)"
SR24-01928575,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,10/17/2024 0:23,10/17/2024 0:23,,800 W 81ST ST,Chicago,Illinois,60620,800,W,81ST,ST,FALSE,FALSE,,,71,17,,N041,2,6,621,4,,0,5,10,1172357.377,1851177.894,41.7470808,-87.64401629,"(41.74708079533498, -87.6440162943969)"
SR25-00446479,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,3/20/2025 11:36,3/20/2025 11:36,,801 S CALIFORNIA AVE,Chicago,Illinois,60612,801,S,CALIFORNIA,AVE,FALSE,FALSE,,,27,28,,J024,3,11,1135,29,,11,5,3,1157903.023,1896213.53,41.87097,-87.695757,"(41.87097000094043, -87.69575700000192)"
SR25-00433996,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,3/18/2025 14:14,3/18/2025 14:14,,801 S CALIFORNIA AVE,Chicago,Illinois,60612,801,S,CALIFORNIA,AVE,FALSE,FALSE,,,27,28,,J024,3,11,1135,29,,14,3,3,1157903.023,1896213.53,41.87097,-87.695757,"(41.87097000094043, -87.69575700000192)"
SR24-01855585,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,10/4/2024 9:06,10/4/2024 9:06,,8010 S PERRY AVE,Chicago,Illinois,60620,8010,S,PERRY,AVE,FALSE,FALSE,,,44,17,,P041,2,6,623,21,,9,6,10,1176924.496,1851800.252,41.748687,-87.6272625,"(41.74868700093999, -87.6272625000019)"
SR25-00102654,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/20/2025 14:36,1/20/2025 14:36,,8017 S ELLIS AVE,Chicago,Illinois,60619,8017,S,ELLIS,AVE,FALSE,FALSE,,,44,8,,S041,3,6,631,18,,14,2,1,1184373.747,1851960.955,41.748957,-87.599961,"(41.74895700093998, -87.59996100000191)"
SR24-01824534,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/29/2024 15:29,9/29/2024 15:30,,8025 S BISHOP ST,Chicago,Illinois,60620,8025,S,BISHOP,ST,FALSE,FALSE,,,71,17,,M041,1,6,612,47,,15,1,9,1168143.304,1851414.982,41.747823,-87.659451,"(41.747823000939974, -87.65945100000192)"
SR24-02025393,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/2/2024 17:12,11/2/2024 17:13,,8026 S KIMBARK AVE,Chicago,Illinois,60619,8026,S,KIMBARK,AVE,FALSE,FALSE,,,45,8,,T041,1,4,411,44,,17,7,11,1186201.636,1851897.892,41.748741,-87.593265,"(41.74874100093996, -87.5932650000019)"
SR24-02306399,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/25/2024 15:55,12/25/2024 15:55,,8031 S EUCLID AVE,Chicago,Illinois,60617,8031,S,EUCLID,AVE,FALSE,FALSE,,,46,8,,U041,1,4,414,24,,15,4,12,1190674.781,1851976.15,41.748849,-87.5768715,"(41.74884900094003, -87.5768715000019)"
SR24-02046442,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Alderman's Office,11/6/2024 11:54,11/6/2024 11:54,,8043 S WOODLAWN AVE,Chicago,Illinois,60619,8043,S,WOODLAWN,AVE,FALSE,FALSE,,,45,8,,T041,1,4,411,44,,11,4,11,1185691.148,1851709.84,41.748237,-87.5951415,"(41.748237000939994, -87.59514150000189)"
SR24-02186485,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,12/2/2024 15:52,12/2/2024 15:52,,8045 S LAFLIN ST,Chicago,Illinois,60620,8045,S,LAFLIN,ST,FALSE,FALSE,,,71,17,,M041,1,6,612,47,,15,2,12,1167819.427,1851215.665,41.747283,-87.6606435,"(41.74728300093998, -87.6606435000019)"
SR24-01542842,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/14/2024 10:23,8/14/2024 10:23,,8053 S ABERDEEN ST,Chicago,Illinois,60620,8053,S,ABERDEEN,ST,FALSE,FALSE,,,71,17,,N041,1,6,612,54,,10,4,8,1170470.901,1851207.026,41.747202,-87.650928,"(41.74720200093998, -87.65092800000191)"
SR24-01542768,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/14/2024 10:13,8/14/2024 10:14,,8053 S ABERDEEN ST,Chicago,Illinois,60620,8053,S,ABERDEEN,ST,FALSE,FALSE,,,71,17,,N041,1,6,612,54,,10,4,8,1170470.901,1851207.026,41.747202,-87.650928,"(41.74720200093998, -87.65092800000191)"
